id,employee_id,customer_id,status,subtotal_cents,tax_cents,total_cents,created_at
184,2,49,1,1250,78,1328,2024-08-28T12:59:19
185,7,38,1,1950,122,2072,2024-08-28T12:35:33
186,1,33,1,2340,146,2486,2024-08-28T12:53:48
187,8,22,1,1200,75,1275,2024-08-28T12:09:00
188,4,20,1,2180,136,2316,2024-08-28T12:46:20
189,3,14,1,1300,81,1381,2024-08-28T12:05:13
190,3,40,1,1670,104,1774,2024-08-28T12:26:26
191,5,22,1,600,38,638,2024-08-28T13:31:16
192,7,13,1,0,0,0,2024-08-28T13:38:44
193,2,22,1,1900,119,2019,2024-08-28T13:20:44
194,5,22,1,1180,74,1254,2024-08-28T13:22:24
195,3,20,1,465,29,494,2024-08-28T13:03:48
196,3,47,1,625,39,664,2024-08-28T13:44:39
197,4,19,1,1275,80,1355,2024-08-28T13:16:31
198,4,10,1,1710,107,1817,2024-08-28T13:02:19
199,8,21,1,580,36,616,2024-08-28T13:29:53
200,1,33,1,1850,116,1966,2024-08-28T13:51:06
201,6,24,1,1735,108,1843,2024-08-28T13:55:58
202,3,38,1,1875,117,1992,2024-08-28T13:38:17
203,3,20,1,465,29,494,2024-08-28T13:18:39
204,8,18,1,1875,117,1992,2024-08-28T13:04:17
205,2,41,1,1740,109,1849,2024-08-28T13:55:56
206,1,13,1,485,30,515,2024-08-28T13:32:06
207,3,42,1,1205,75,1280,2024-08-28T13:18:14
208,6,14,1,1765,110,1875,2024-08-28T13:34:24
209,4,13,1,485,30,515,2024-08-28T13:18:07
210,8,11,1,650,41,691,2024-08-28T13:08:24
211,1,46,1,625,39,664,2024-08-28T13:20:40
212,10,14,1,625,39,664,2024-08-28T13:40:19
213,4,48,1,1550,97,1647,2024-08-28T13:41:16
214,3,41,1,1595,100,1695,2024-08-28T13:33:27
215,3,18,1,650,41,691,2024-08-28T13:22:49
216,6,7,1,1230,77,1307,2024-08-28T13:11:22
217,10,2,1,930,58,988,2024-08-28T13:23:00
218,8,17,1,2365,148,2513,2024-08-28T13:42:04
219,9,25,1,1880,118,1998,2024-08-28T13:52:30
220,10,31,1,1300,81,1381,2024-08-28T13:13:44
221,10,30,1,580,36,616,2024-08-28T14:49:59
222,8,11,1,2430,152,2582,2024-08-28T14:23:01
223,4,18,1,0,0,0,2024-08-28T14:38:04
224,4,29,1,650,41,691,2024-08-28T14:29:19
225,1,45,1,465,29,494,2024-08-28T14:39:14
226,6,8,1,2340,146,2486,2024-08-28T14:31:47
227,4,20,1,1250,78,1328,2024-08-28T14:24:13
228,8,31,1,580,36,616,2024-08-28T14:20:10
229,8,45,1,465,29,494,2024-08-28T14:08:59
230,3,37,1,625,39,664,2024-08-28T14:22:47
231,6,36,1,1345,84,1429,2024-08-28T14:17:18
232,10,32,1,1850,116,1966,2024-08-28T14:12:47
233,7,20,1,2575,161,2736,2024-08-28T14:59:43
234,8,32,1,1300,81,1381,2024-08-28T14:46:15
235,3,30,1,1925,120,2045,2024-08-28T14:30:26
236,2,39,1,650,41,691,2024-08-28T14:32:35
237,3,33,1,625,39,664,2024-08-28T14:26:32
238,4,11,1,485,30,515,2024-08-28T14:25:30
239,4,21,1,1950,122,2072,2024-08-28T14:23:33
240,6,19,1,695,43,738,2024-08-28T14:40:41
241,8,9,1,1345,84,1429,2024-08-28T14:14:10
242,2,22,1,625,39,664,2024-08-28T14:46:26
243,2,37,1,465,29,494,2024-08-28T14:51:09
244,2,19,1,580,36,616,2024-08-28T14:36:20
245,9,48,1,1300,81,1381,2024-08-28T14:23:01
246,1,35,1,0,0,0,2024-08-28T15:15:20
247,4,28,1,1250,78,1328,2024-08-28T15:07:37
248,9,11,1,625,39,664,2024-08-28T15:32:47
249,4,43,1,1225,77,1302,2024-08-28T15:20:03
250,2,21,1,0,0,0,2024-08-28T15:47:50
251,9,40,1,970,61,1031,2024-08-28T15:34:33
252,6,25,1,695,43,738,2024-08-28T15:05:07
253,8,20,1,1785,112,1897,2024-08-28T15:30:34
254,9,20,1,1115,70,1185,2024-08-28T15:05:09
255,4,24,1,2460,154,2614,2024-08-28T15:54:29
256,6,15,1,0,0,0,2024-08-28T15:27:32
257,4,49,1,1595,100,1695,2024-08-28T15:00:55
258,6,18,1,1900,119,2019,2024-08-28T15:29:26
259,7,49,1,1160,72,1232,2024-08-28T15:31:33
260,4,15,1,1200,75,1275,2024-08-28T15:49:19
261,2,35,1,1830,114,1944,2024-08-28T15:06:37
262,3,48,1,650,41,691,2024-08-28T15:48:25
263,5,1,1,1880,118,1998,2024-08-28T15:35:31
264,4,36,1,1180,74,1254,2024-08-28T15:43:24
265,1,27,1,625,39,664,2024-08-28T15:59:30
266,8,12,1,970,61,1031,2024-08-28T15:43:53
267,6,33,1,1390,87,1477,2024-08-28T15:36:34
268,1,2,1,625,39,664,2024-08-28T15:05:42
269,10,38,1,580,36,616,2024-08-28T16:19:39
270,8,3,1,0,0,0,2024-08-28T16:19:11
271,6,11,1,0,0,0,2024-08-28T16:05:47
272,6,14,1,625,39,664,2024-08-28T16:38:47
273,3,39,1,1205,75,1280,2024-08-28T16:43:09
274,10,21,1,1160,72,1232,2024-08-28T16:17:00
275,7,19,1,1950,122,2072,2024-08-28T16:52:06
276,7,10,1,625,39,664,2024-08-28T16:49:45
277,7,9,1,650,41,691,2024-08-28T16:51:13
278,1,42,1,2080,130,2210,2024-08-28T16:59:13
279,9,36,1,0,0,0,2024-08-28T16:57:10
280,2,12,1,0,0,0,2024-08-28T16:27:55
281,4,40,1,1250,78,1328,2024-08-28T16:14:14
282,1,21,1,625,39,664,2024-08-28T16:14:27
283,1,20,1,0,0,0,2024-08-28T16:24:25
284,9,45,1,1205,75,1280,2024-08-28T16:44:40
285,8,18,1,0,0,0,2024-08-28T16:47:37
286,6,30,1,2320,145,2465,2024-08-28T16:25:12
287,7,14,1,580,36,616,2024-08-28T16:17:35
288,3,20,1,1250,78,1328,2024-08-28T16:41:59
289,4,32,1,695,43,738,2024-08-28T16:00:54
290,6,35,1,580,36,616,2024-08-28T16:11:43
291,7,35,1,1090,68,1158,2024-08-28T16:29:10
292,5,32,1,0,0,0,2024-08-28T16:25:50
293,1,9,1,650,41,691,2024-08-28T17:44:00
294,2,18,1,1580,99,1679,2024-08-28T17:20:32
295,1,48,1,3085,193,3278,2024-08-28T17:26:23
296,1,22,1,1100,69,1169,2024-08-28T17:55:59
297,1,19,1,465,29,494,2024-08-28T17:12:24
298,10,5,1,1715,107,1822,2024-08-28T17:42:53
299,5,46,1,520,32,552,2024-08-28T17:53:09
300,2,43,1,1760,110,1870,2024-08-28T17:28:35
301,8,5,1,1275,80,1355,2024-08-28T17:10:49
302,1,22,1,0,0,0,2024-08-28T17:32:28
303,5,2,1,485,30,515,2024-08-28T17:33:06
304,10,21,1,0,0,0,2024-08-28T17:09:04
305,2,19,1,1750,109,1859,2024-08-28T17:45:02
306,4,49,1,580,36,616,2024-08-28T17:08:32
307,4,28,1,600,38,638,2024-08-28T17:19:08
308,9,32,1,695,43,738,2024-08-28T17:32:59
309,6,23,1,1770,111,1881,2024-08-28T17:23:42
310,1,35,1,1200,75,1275,2024-08-28T17:35:45
311,3,24,1,580,36,616,2024-08-28T17:03:24
312,9,43,1,625,39,664,2024-08-28T17:58:52
313,7,13,1,2100,131,2231,2024-08-28T17:45:06
314,9,42,1,1085,68,1153,2024-08-28T17:34:22
315,2,10,1,0,0,0,2024-08-28T17:26:11
316,3,17,1,485,30,515,2024-08-28T17:10:26
317,9,5,1,1830,114,1944,2024-08-28T17:17:31
318,5,5,1,1395,87,1482,2024-08-28T18:57:36
319,3,12,1,930,58,988,2024-08-28T18:27:43
320,2,24,1,625,39,664,2024-08-28T18:51:32
321,5,11,1,465,29,494,2024-08-28T18:09:13
322,8,23,1,1180,74,1254,2024-08-28T18:05:57
323,10,34,1,650,41,691,2024-08-28T18:33:43
324,8,13,1,0,0,0,2024-08-28T18:14:28
325,6,50,1,1200,75,1275,2024-08-28T18:56:55
326,7,31,1,650,41,691,2024-08-28T18:26:16
327,1,11,1,1875,117,1992,2024-08-28T18:23:34
328,2,47,1,930,58,988,2024-08-28T18:42:36
329,8,38,1,1090,68,1158,2024-08-28T18:43:01
330,1,34,1,2820,176,2996,2024-08-28T18:43:36
331,1,8,1,1810,113,1923,2024-08-28T18:06:18
332,9,15,1,600,38,638,2024-08-28T18:57:29
333,9,9,1,1065,67,1132,2024-08-28T19:41:54
334,3,35,1,0,0,0,2024-08-28T19:04:32
335,9,36,1,1715,107,1822,2024-08-28T19:01:45
336,7,36,1,1275,80,1355,2024-08-28T19:30:03
337,4,41,1,625,39,664,2024-08-28T19:39:35
338,5,23,1,1830,114,1944,2024-08-28T19:24:58
339,3,21,1,625,39,664,2024-08-28T19:54:59
340,10,44,1,0,0,0,2024-08-28T19:11:15
341,4,42,1,1110,69,1179,2024-08-28T19:25:39
342,9,31,1,1300,81,1381,2024-08-28T19:14:38
343,2,38,1,600,38,638,2024-08-28T19:35:08
344,10,38,1,485,30,515,2024-08-28T19:29:01
345,8,40,1,625,39,664,2024-08-28T19:48:51
346,2,47,1,1880,118,1998,2024-08-28T19:35:44
347,8,37,1,625,39,664,2024-08-28T20:23:15
348,2,14,1,485,30,515,2024-08-28T20:25:39
349,8,43,1,1250,78,1328,2024-08-28T20:37:50
350,9,27,1,1135,71,1206,2024-08-28T20:23:44
351,7,4,1,1225,77,1302,2024-08-28T20:00:18
352,7,44,1,1180,74,1254,2024-08-28T20:16:22
353,2,46,1,0,0,0,2024-08-28T20:01:02
354,7,41,1,465,29,494,2024-08-28T20:18:59
355,2,1,1,650,41,691,2024-08-28T20:13:38
356,2,16,1,1275,80,1355,2024-08-28T20:49:01
357,2,8,1,580,36,616,2024-08-28T20:25:43
358,10,13,1,650,41,691,2024-08-28T20:47:26
359,10,50,1,1605,100,1705,2024-08-28T20:18:42
360,3,5,1,625,39,664,2024-08-28T20:39:30
361,4,41,1,580,36,616,2024-08-28T21:25:43
362,7,1,1,1715,107,1822,2024-08-28T21:25:49
363,2,48,1,1940,121,2061,2024-08-28T21:48:57
364,5,31,1,0,0,0,2024-08-28T21:23:20
365,8,13,1,1805,113,1918,2024-08-28T21:27:48
366,2,34,1,1295,81,1376,2024-08-28T21:02:21
367,7,3,1,625,39,664,2024-08-28T22:06:36
368,9,40,1,625,39,664,2024-08-28T22:04:34
369,1,33,1,580,36,616,2024-08-28T22:09:46
370,9,9,1,930,58,988,2024-08-28T22:47:56
371,6,7,1,650,41,691,2024-08-28T22:15:08
372,8,15,1,465,29,494,2024-08-28T22:34:39
373,5,10,1,580,36,616,2024-08-28T23:31:30
374,8,47,1,485,30,515,2024-08-28T23:17:18
375,9,38,1,1180,74,1254,2024-08-28T23:20:45
376,1,47,1,1275,80,1355,2024-08-28T23:12:37
377,4,27,1,625,39,664,2024-08-28T23:43:03
378,9,25,1,1900,119,2019,2024-08-28T23:45:50
379,1,37,1,1300,81,1381,2024-08-29T00:47:32
380,7,30,1,1180,74,1254,2024-08-29T00:36:15
381,4,22,1,600,38,638,2024-08-29T00:51:36
382,2,35,1,1230,77,1307,2024-08-29T00:58:48
383,6,29,1,1855,116,1971,2024-08-29T00:28:39
384,4,8,1,650,41,691,2024-08-29T00:06:53
385,4,23,1,1225,77,1302,2024-08-29T01:05:24
386,9,41,1,0,0,0,2024-08-29T01:28:56
387,4,39,1,465,29,494,2024-08-29T01:18:14
388,2,26,1,1005,63,1068,2024-08-29T01:29:20
389,6,31,1,600,38,638,2024-08-29T01:30:08
390,10,47,1,1665,104,1769,2024-08-29T01:07:19
391,2,20,1,0,0,0,2024-08-29T02:40:22
392,7,17,1,580,36,616,2024-08-29T02:41:11
393,4,19,1,580,36,616,2024-08-29T02:47:37
394,10,42,1,1090,68,1158,2024-08-29T02:53:38
395,5,15,1,1180,74,1254,2024-08-29T02:09:55
396,6,30,1,1565,98,1663,2024-08-29T02:01:04
397,3,33,1,580,36,616,2024-08-29T03:23:57
398,9,9,1,1275,80,1355,2024-08-29T03:05:58
399,1,33,1,1225,77,1302,2024-08-29T03:26:02
400,7,47,1,1065,67,1132,2024-08-29T03:04:46
401,1,2,1,1760,110,1870,2024-08-29T03:35:27
402,10,28,1,625,39,664,2024-08-29T03:38:18
403,10,13,1,0,0,0,2024-08-29T03:45:21
404,9,50,1,1045,65,1110,2024-08-29T04:40:51
405,3,31,1,1300,81,1381,2024-08-29T04:19:45
406,4,50,1,1180,74,1254,2024-08-29T04:44:40
407,1,31,1,1250,78,1328,2024-08-29T04:40:03
408,10,44,1,1810,113,1923,2024-08-29T04:06:59
409,7,50,1,1230,77,1307,2024-08-29T04:37:51
410,10,14,1,485,30,515,2024-08-29T04:56:40
411,10,10,1,465,29,494,2024-08-29T05:26:28
412,6,49,1,2245,140,2385,2024-08-29T05:43:19
413,7,31,1,1785,112,1897,2024-08-29T05:11:07
414,9,50,1,650,41,691,2024-08-29T05:57:16
415,9,8,1,465,29,494,2024-08-29T05:55:57
416,6,37,1,1045,65,1110,2024-08-29T05:43:21
417,8,38,1,695,43,738,2024-08-29T05:56:57
418,4,9,1,1925,120,2045,2024-08-29T06:55:10
419,4,32,1,2500,156,2656,2024-08-29T06:39:16
420,6,44,1,650,41,691,2024-08-29T06:04:22
421,10,49,1,2180,136,2316,2024-08-29T06:42:39
422,8,5,1,1180,74,1254,2024-08-29T06:30:40
423,3,9,1,625,39,664,2024-08-29T06:19:49
424,10,49,1,650,41,691,2024-08-29T06:25:31
425,8,27,1,950,59,1009,2024-08-29T07:17:10
426,10,23,1,950,59,1009,2024-08-29T07:08:32
427,2,35,1,1275,80,1355,2024-08-29T07:21:23
428,2,39,1,1740,109,1849,2024-08-29T07:34:43
429,4,33,1,0,0,0,2024-08-29T07:01:47
430,9,26,1,1690,106,1796,2024-08-29T07:12:38
431,2,37,1,485,30,515,2024-08-29T07:03:39
432,5,41,1,0,0,0,2024-08-29T07:47:03
433,7,4,1,1110,69,1179,2024-08-29T07:51:18
434,5,15,1,1250,78,1328,2024-08-29T07:47:41
435,1,39,1,0,0,0,2024-08-29T07:18:29
436,5,27,1,2290,143,2433,2024-08-29T07:20:17
437,10,12,1,1300,81,1381,2024-08-29T07:27:32
438,6,1,1,1275,80,1355,2024-08-29T07:41:21
439,6,25,1,1300,81,1381,2024-08-29T07:51:41
440,3,9,1,2475,155,2630,2024-08-29T07:24:57
441,1,10,1,580,36,616,2024-08-29T07:50:14
442,3,7,1,1900,119,2019,2024-08-29T07:55:36
443,8,10,1,2455,153,2608,2024-08-29T07:19:33
444,7,7,1,0,0,0,2024-08-29T07:17:00
445,3,21,1,0,0,0,2024-08-29T08:49:33
446,5,36,1,1300,81,1381,2024-08-29T08:35:06
447,2,39,1,625,39,664,2024-08-29T08:08:00
448,2,33,1,520,32,552,2024-08-29T08:01:29
449,5,41,1,1630,102,1732,2024-08-29T08:34:53
450,3,46,1,580,36,616,2024-08-29T08:48:07
451,1,19,1,465,29,494,2024-08-29T08:03:27
452,10,4,1,465,29,494,2024-08-29T08:01:41
453,10,21,1,1760,110,1870,2024-08-29T08:05:40
454,3,15,1,465,29,494,2024-08-29T08:03:05
455,7,32,1,1200,75,1275,2024-08-29T08:41:15
456,6,48,1,1390,87,1477,2024-08-29T08:51:13
457,4,33,1,580,36,616,2024-08-29T08:26:48
458,10,7,1,600,38,638,2024-08-29T08:52:01
459,7,11,1,625,39,664,2024-08-29T08:29:13
460,2,6,1,0,0,0,2024-08-29T08:21:52
461,4,4,1,1275,80,1355,2024-08-29T08:41:12
462,3,34,1,1810,113,1923,2024-08-29T08:01:04
463,5,49,1,1875,117,1992,2024-08-29T08:00:30
464,9,44,1,1135,71,1206,2024-08-29T08:31:41
465,5,1,1,1300,81,1381,2024-08-29T09:56:30
466,6,37,1,600,38,638,2024-08-29T09:07:00
467,7,27,1,580,36,616,2024-08-29T09:34:10
468,8,17,1,1855,116,1971,2024-08-29T09:42:36
469,6,37,1,1825,114,1939,2024-08-29T09:51:07
470,6,49,1,3125,195,3320,2024-08-29T09:16:36
471,2,34,1,625,39,664,2024-08-29T09:59:22
472,3,2,1,1715,107,1822,2024-08-29T09:57:08
473,9,46,1,1250,78,1328,2024-08-29T09:58:36
474,4,7,1,0,0,0,2024-08-29T09:01:26
475,4,17,1,1275,80,1355,2024-08-29T09:35:26
476,5,48,1,1710,107,1817,2024-08-29T09:52:00
477,7,38,1,1090,68,1158,2024-08-29T09:24:31
478,1,2,1,1300,81,1381,2024-08-29T09:38:08
479,8,37,1,1065,67,1132,2024-08-29T09:17:41
480,7,3,1,465,29,494,2024-08-29T09:10:42
481,4,38,1,1160,72,1232,2024-08-29T09:14:55
482,4,9,1,1180,74,1254,2024-08-29T09:18:09
483,2,11,1,1830,114,1944,2024-08-29T09:34:15
484,10,15,1,1855,116,1971,2024-08-29T10:27:37
485,9,26,1,1850,116,1966,2024-08-29T10:10:22
486,10,11,1,1620,101,1721,2024-08-29T10:06:55
487,4,24,1,465,29,494,2024-08-29T10:36:49
488,4,4,1,600,38,638,2024-08-29T10:04:07
489,8,30,1,0,0,0,2024-08-29T10:42:21
490,8,26,1,580,36,616,2024-08-29T10:24:02
491,8,23,1,1120,70,1190,2024-08-29T10:14:54
492,2,49,1,1810,113,1923,2024-08-29T10:56:42
493,10,33,1,625,39,664,2024-08-29T10:44:09
494,2,49,1,650,41,691,2024-08-29T10:58:52
495,3,49,1,1180,74,1254,2024-08-29T10:27:08
